place_name,street_address,address_number,city,zipcode,gmaps_url,latitude,longitude,places_url,record_created,short_description,alternate_names,date_built,date_notes,extant,place_type,architect_name,building_use,wikipedia_url,architectural_style,place_count,explore_id,explore_duplicate,chap_landmark,builder_name,inventory_relation,location_check_needed,date_razed,issue_url,street_name,neighborhood,osm_query,osm_flickr_tag_type,osm_flickr_tag_id,flickr_osm_url,source,extra_data,legislative_district,short_description_state,related_issue_url,featured,zoning_id,geo_accuracy,mihpno_district,mihp_district_name,mihp_historic_district,mihp_survey_district,housing_market_typology,chap_district,explore_url,county,state,full_address,congressional_district,council_district,source_url,official_url,interior_area_sf,lot_size_sf,nr_landmark,nr_district,NHL_designation,address_listed,lot,block,ownership_type,owner_address,owner_name,marker_symbol,slug,issue_type,sort_date,year_start,image_url,year_end,image_note,image_source,image_caption,developer_name,explore_url_show,editorial_state,development_state,unoccupied,streetview_url,streetview_image_url,religious_association,date_established,date_closed,lat_core,long_core,mihp_individual_good,events
Clifton Valve House,2701 Saint Lo Drive,2701,Baltimore,21213,"https://www.google.com/maps/place/2701 Saint Lo Drive, Baltimore, MD",39.32087600,-76.58603300,,2017-05-02 11:15pm,,,1887,,T,Structure,,,https://en.wikipedia.org/wiki/Clifton_Park_Valve_House,,,198,checked,,,,,,http://baltimoreheritage.org/issue/clifton-park-valve-house/,,Clifton Park,http://www.openstreetmap.org/query?lat=39.320876&lon=-76.586033#map=19/39.320876/-76.586033,way,336270224,https://www.flickr.com/photos/tags/osm:way=336270224,Historic Resource Watchlist,T,45,on-website,,T,7,9,,,,,Green Space,,https://explore.baltimoreheritage.org/items/show/198,Baltimore City,MD,"2701 Saint Lo Drive Baltimore, MD 21213",7TH,14,,,,,,Clifton Park,,checked,,,Public/City,,Mayor and City Council of Baltimore,monument,clifton-park-valve-house,Neglect,,,http://baltimoreheritage.org/wp-content/uploads/2011/01/clifton_valve_house_wolfram_8-07.jpg,,,,,,checked,Out of Date/Inaccurate,,Y,"https://maps.google.com/?layer=c&cbll=39.320876,-76.586033","https://maps.googleapis.com/maps/api/streetview?location=39.320876,-76.586033&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,3.135020,3.130470,B-63,
Cloverland Farms Dairy,2700 block Loch Raven Road,2700,Baltimore,,"https://www.google.com/maps/place/2700 block Loch Raven Road, Baltimore, MD",39.32043620,-76.60732130,,2017-05-02 11:15pm,,,,,T,Building,,Industrial building/Offices,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3204362&lon=-76.6073213#map=19/39.3204362/-76.6073213,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"2700 block Loch Raven Road, Baltimore, MD ",,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3204362,-76.6073213","https://maps.googleapis.com/maps/api/streetview?location=39.3204362,-76.6073213&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,3.091040,1.001640,,
"Clubhouse, Sparrows Point Country Club",919 Wise Avenue,919,Sparrows Point,21222,"https://www.google.com/maps/place/919 Wise Avenue, Sparrows Point, MD",39.25891200,-76.47006900,,2017-05-02 11:15pm,,,,,T,Building,,Recreational building,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.258912&lon=-76.470069#map=19/39.258912/-76.470069,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore County,MD,"919 Wise Avenue, Sparrows Point, MD 21222",,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.258912,-76.470069","https://maps.googleapis.com/maps/api/streetview?location=39.258912,-76.470069&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,-3.061380,14.726870,,
Cohen Burial Ground,1225 W. Saratoga Street,1225,Baltimore,,"https://www.google.com/maps/place/1225 W. Saratoga Street, Baltimore, MD",39.29210600,-76.63784900,,2017-05-03 10:13am,,,,,,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.292106&lon=-76.637849#map=19/39.292106/-76.637849,,,,Baltimore Cemetery Inventory,,,,,,,9,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College of Notre Dame of Maryland Cemetery,4701 N. Charles Street,4701,Baltimore,21210,"https://www.google.com/maps/place/4701 N. Charles Street, Baltimore, MD",39.35202900,-76.62206700,,2017-05-03 10:13am,,,,,,Cemetery,,,,,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.352029&lon=-76.622067#map=19/39.352029/-76.622067,,,,Baltimore Cemetery Inventory,,,,,,,9,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colored School No. 9,1431 North Carey Street,1431,Baltimore,,"https://www.google.com/maps/place/1431 North Carey Street, Baltimore, MD",39.30632870,-76.63943840,,2017-05-03 12:55pm,,,,,,,,,,,1,,,,,habs:md1010,,,,,,http://www.openstreetmap.org/query?lat=39.3063287&lon=-76.6394384#map=19/39.3063287/-76.6394384,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colored Young Women's Christian Association,1216 Druid Hill Avenue,1216,Baltimore,21217,"https://www.google.com/maps/place/1216 Druid Hill Avenue, Baltimore, MD",39.30144000,-76.62824600,,2017-05-02 11:15pm,,,,,T,Building,,,,,,,,,,,,,,,Upton,http://www.openstreetmap.org/query?lat=39.30144&lon=-76.628246#map=19/39.30144/-76.628246,,,,Historic Resource Watchlist,T,44,missing,http://baltimoreheritage.org/issue/civil-rights-heritage-threatened/,F,719,9,B-1373,Old West Baltimore Historic District,checked,,D - Middle Market,,,Baltimore City,MD,"1216 Druid Hill Avenue Baltimore, MD 21217",7TH,11,,,,,,Old West Baltimore Historic District,,checked,,,,,,,,,,,,,,,,,,,,N,"https://maps.google.com/?layer=c&cbll=39.30144,-76.628246","https://maps.googleapis.com/maps/api/streetview?location=39.30144,-76.628246&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,1.191420,-1.090830,,
Commercial Credit Building (CitiFinancial Building),300 Saint Paul Place,300,Baltimore,21201,"https://www.google.com/maps/place/300 Saint Paul Place, Baltimore, MD",39.29256400,-76.61411300,,2017-05-02 11:15pm,"The partnership of Wallace Harrison and Max Abramovitz designed such building as the 1953 Alcoa Building in Pittsburgh, the 1953 Republic Center Tower I in Dallas and the 1956 former Socony-Mobil Building at 150 East 42nd Street in New York City. These building all featured stamped metal panels on the facade",,1957,,T,Building,Harrison & Abramovitz,Bank,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.292564&lon=-76.614113#map=19/39.292564/-76.614113,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"300 Saint Paul Place, Baltimore, MD 21201",,,www.emporis.com/building/citifinancialbuilding-baltimore-...,,,,,,,checked,,,,,,,,,1957,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.292564,-76.614113","https://maps.googleapis.com/maps/api/streetview?location=39.292564,-76.614113&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,0.303820,0.322470,,
"Community Center, Village of Cross Keys",5100 Falls Road,5100,Baltimore,21210,"https://www.google.com/maps/place/5100 Falls Road, Baltimore, MD",39.35570900,-76.64601500,,2017-05-02 11:15pm,1972 AIA Baltimore Award,,c. 1972,,T,Building,Marks and Cooke,Community center,https://en.wikipedia.org/wiki/Village_of_Cross_Keys,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.355709&lon=-76.646015#map=19/39.355709/-76.646015,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"5100 Falls Road, Baltimore, MD 21210",,,,,,,,,,checked,,,,,,,,,1972,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.355709,-76.646015","https://maps.googleapis.com/maps/api/streetview?location=39.355709,-76.646015&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,6.618320,-2.867730,,
Confederate Soldiers and Sailors Monument,Mount Royal Avenue,,Baltimore,21217,"https://www.google.com/maps/place/Mount Royal Avenue, Baltimore, MD",39.30933468,-76.62308268,,2017-05-03 3:38pm,,,,,T,Artwork,,,,,,535,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.30933468&lon=-76.62308268#map=19/39.30933468/-76.62308268,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/535,Baltimore City,MD,"W. Mount Royal Avenue, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-4266,
Congregation Beth Israel,9411 Liberty Road,9411,Randallstown,21133,"https://www.google.com/maps/place/9411 Liberty Road, Randallstown, MD",39.37505500,-76.81118000,,2017-05-02 11:15pm,,,c. 1951-1961,Date uncertain.,,Building,,Religious building,,Modernist,1,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.375055&lon=-76.81118#map=19/39.375055/-76.81118,way,299171472,https://www.flickr.com/photos/tags/osm:way=299171472,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore County,MD,"9411 Liberty Road, Randallstown, MD 21133",,,,,,,,,,checked,,,,,,,,,1951,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.375055,-76.81118","https://maps.googleapis.com/maps/api/streetview?location=39.375055,-76.81118&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,8.552920,-19.384230,,
Congress Hotel ,306-312 W. Franklin Street,306-312 ,Baltimore,21201,"https://www.google.com/maps/place/306-312 W. Franklin Street, Baltimore, MD",39.29504940,-76.62045157,,2017-05-03 12:11pm,"The Congress Hotel is one of the finest hotel buildings built in downtown Baltimore. In 1904, Philadelphia architect John D. Allen designed the Congress Hotel - originally the Hotel Kernan - as part of a million dollar entertainment complex which also included the Maryland Theater and the Auditorium Theater. From 1905 until the late 1920s, Kernan’s multimillion-dollar triple extravaganza was a focal point of Baltimore’s social life. The complex touted many family-orientated vaudeville acts as well as elegant dining, after-hours supper parties, private banquets, an enormous ‘rathskeller’ which has Baltimore’s longest marble bar, and 150 luxurious rooms. The richly detailed architecture is French Renaissance Revival, and the hotel is one of two remaining early-20th-century palace hotels. In the 1980s, the basement was home to the Marble Bar, one of the important venues in Baltimore’s punk music scene.",,1904,,T,Building,John D. Allen,,,French Renaissance Revival,1,89,,checked,,chap:104,,,,W. Franklin Street,,http://www.openstreetmap.org/query?lat=39.2950494&lon=-76.62045157#map=19/39.2950494/-76.62045157,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/89,Baltimore City,MD,"306 W. Franklin Street, Baltimore, MD 21201",,,,,,,checked,Market Center Historic District,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-2250,
Congressman Parren Mitchell House,,1805,Baltimore,21217,"https://www.google.com/maps/place/, Baltimore, MD",39.30741290,-76.63181290,,2017-05-03 3:38pm,,,,,T,Building,,Dwelling,,,,508,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3074129&lon=-76.6318129#map=19/39.3074129/-76.6318129,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/508,Baltimore City,MD,"1805 Madison Avenue, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Connolly's Seafood Restaurant,701-705 East Pratt Street,701-705,Baltimore,,"https://www.google.com/maps/place/701-705 East Pratt Street, Baltimore, MD",39.28594900,-76.60550700,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1324,,,,,,http://www.openstreetmap.org/query?lat=39.285949&lon=-76.605507#map=19/39.285949/-76.605507,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Building,201 E. Baltimore Street ,201,Baltimore,21202,"https://www.google.com/maps/place/201 E. Baltimore Street , Baltimore, MD",39.28945208,-76.61202192,,2017-05-03 12:11pm,"The Continental Building is the only building in Baltimore that was designed by Daniel H. Burnham, a noted Chicago architect of Commercial Style buildings and early skyscrapers. Burnham designed many important office buildings in Chicago and elsewhere, including the Flat Iron Building in New York and Union Staton in Washington, D.C. He was an important figure in the Columbia Exposition of 1893 and was responsible for the civic improvement plan for Chicago in 1909, a landmark in the development of modern city planning. The Continental Building was the tallest building in Baltimore when it was constructed in 1901 for the Continental Trust. It features Commercial Style architecture with some classical Renaissance Revival details. It was also one of the few buildings to survive the Baltimore Fire of 1904. The interior was incinerated, but no major structural damage was done to the exterior walls, and the building was quickly rehabilitated after the fire. The major alteration to the building since 1904 was the removal of most of the cornice and decorative frieze. Also, the building housed the private detective agency in which noted author Dashiell Hammett worked.",Continental Trust Company Building,1901,,T,Building,Daniel H. Burnham,,,Commercial,1,227,,checked,,chap:58,,,,E. Baltimore Street ,,http://www.openstreetmap.org/query?lat=39.28945208&lon=-76.61202192#map=19/39.28945208/-76.61202192,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/227,Baltimore City,MD,"1 S. Calvert Street, Baltimore, MD 21202",,,,,,,checked,Business and Government Historic District,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
Copycat Building,Guilford Avenue,,Baltimore,21202,"https://www.google.com/maps/place/Guilford Avenue, Baltimore, MD",39.30735600,-76.61191500,,2017-05-03 3:38pm,,,,,T,Building,,,https://en.wikipedia.org/wiki/Copycat_Building,,,79,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.307356&lon=-76.611915#map=19/39.307356/-76.611915,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/79,Baltimore City,MD,"1501 Guilford Avenue, Baltimore, MD 21202",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-1010,
Corpus Christi Church,Mount Royal Avenue,,Baltimore,21217,"https://www.google.com/maps/place/Mount Royal Avenue, Baltimore, MD",39.30837920,-76.62265770,,2017-05-03 3:38pm,,,,,T,Building,,Religious building,,,,353,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.3083792&lon=-76.6226577#map=19/39.3083792/-76.6226577,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/353,Baltimore City,MD,"110 W. Lafayette Avenue, Baltimore, MD 21217",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-78,
Corpus Christie Roman Catholic Church,Mount Royal Avenue and Lafayette Avenue,,Baltimore,,"https://www.google.com/maps/place/Mount Royal Avenue and Lafayette Avenue, Baltimore, MD",39.30845100,-76.62191600,,2017-05-03 10:13am,,Jenkins Memorial,,,,Cemetery,,,,,,,,,,,checked,,,,,http://www.openstreetmap.org/query?lat=39.308451&lon=-76.621916#map=19/39.308451/-76.621916,,,,Baltimore Cemetery Inventory,,,,,,,3,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crimea House, Chapel, and Stables","1901 Eagle Drive (Address not exact), Leakin Park",1901 ,Baltimore,21207,"https://www.google.com/maps/place/1901 Eagle Drive (Address not exact), Leakin Park, Baltimore, MD",39.30523100,-76.69894700,,2017-05-03 12:11pm,"Crimea, in the Windsor Mill Road area of Leakin Park, was the summer estate of the Winans family. The estate was built by Thomas de Kay Winans, whose family was commissioned by Czar Nicholas I to construct the Moscow-St. Petersburg rail system. Crimea’s namesake is a Russian peninsula. Thomas Winans was the son of Ross Winans, a locally prominent rail magnate and State legislator. The family constructed and navigated the derisively named “Cigar Boat”, a forerunner of the modern submarine. The Crimea mansion was constructed of local stone and embellished with a cupola and large eave pendants. Porches line the side and rear of the house. The mansion is now under the jurisdiction of the Department of Recreation and Parks, and is the headquarters for Outward Bound’s Baltimore program. A stable and chapel are among the original structures remaining in the park. The redwood stained chapel is the only ecclesiastical structure on the grounds of Crimea and one of the few examples of Carpenter Gothic architecture in the city. It was restored in 1988-1989 and can be rented for weddings. Like the mansion, it was built of stone and embellished with over-sized eave pendants. ",Crimea Estate at Leakin Park,1857,,T,Building,Niernsee & Neilson (John Rudolph Niernsee and J. Crawford Neilson),,,Italianate,3,30,,checked,,chap:59,,,,"Eagle Drive (Address not exact), Leakin Park",,http://www.openstreetmap.org/query?lat=39.305231&lon=-76.698947#map=19/39.305231/-76.698947,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/30,Baltimore City,MD,"1901 Eagle Drive, Baltimore, Maryland 21207",,,,,,,,,F,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-45,
Crittenton Place,3110 Crittenton Place,3110,Baltimore,21211,"https://www.google.com/maps/place/3110 Crittenton Place, Baltimore, MD",39.32571000,-76.63059400,,2017-05-02 11:15pm,,Florence Crittenton Home,c. 1854; 1920s,,T,Building,,,,Vernacular,,465,,checked,,chap:175,,,http://baltimoreheritage.org/issue/crittenton-place/,Crittenton Place,Hampden,http://www.openstreetmap.org/query?lat=39.32571&lon=-76.630594#map=19/39.32571/-76.630594,way,337281178,https://www.flickr.com/photos/tags/osm:way=337281178,Historic Resource Watchlist,T,40,,,F,314,9,,,,,City/Public/Private,,https://explore.baltimoreheritage.org/items/show/465,Baltimore City,MD,"3110 Crittenton Place Baltimore, MD 21211",7TH,14,,,,,,Hampden Historic District,F,checked,,,Private,,,town-hall,crittenton-place,Inappropriate Development,,,,,,,,,checked,Draft Required,Development?,N,"https://maps.google.com/?layer=c&cbll=39.32571,-76.630594","https://maps.googleapis.com/maps/api/streetview?location=39.32571,-76.630594&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,3.618420,-1.325630,,
Cross Keys,Falls Road and Northern Parkway,,Baltimore,21210,"https://www.google.com/maps/place/Falls Road and Northern Parkway, Baltimore, MD",39.36142200,-76.64623500,,2017-05-02 11:15pm,From A Guide to Baltimore Architecture (1973),,1964,,T,Building,,Neighborhood,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.361422&lon=-76.646235#map=19/39.361422/-76.646235,,,,Baltimore Modernism Inventory,,,,,,,intersection,,,,,,,,Baltimore City,MD,"Falls Road and Northern Parkway, Baltimore, MD 21210",,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.361422,-76.646235","https://maps.googleapis.com/maps/api/streetview?location=39.361422,-76.646235&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,7.189620,-2.889730,,
Cross Keys Valve House,5106 Falls Road,5106,Baltimore,,"https://www.google.com/maps/place/5106 Falls Road, Baltimore, MD",39.28025186,-76.57373077,,2017-05-03 12:11pm,,,,,T,Structure,,,,,1,,,checked,,chap:186,,,,Falls Road,,http://www.openstreetmap.org/query?lat=39.28025186&lon=-76.57373077#map=19/39.28025186/-76.57373077,,,,CHAP Landmarks List (Revised),,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Cork & Bottling Company,1501 Guilford Street,1501,Baltimore,,"https://www.google.com/maps/place/1501 Guilford Street, Baltimore, MD",39.30721420,-76.61184680,,2017-05-03 12:55pm,,,,,T,,,,,,,,,,,habs:md1551,,,,,,http://www.openstreetmap.org/query?lat=39.3072142&lon=-76.6118468#map=19/39.3072142/-76.6118468,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
